protocol,domain_name,address,having_ip_address,long_url,shortening_service,having_@_symbol,redirection_//_symbol,prefix_suffix_seperation,sub_domains,https_token,age_of_domain,dns_record,web_traffic,domain_registration_length,statistical_report,iframe,mouse_over,label
https,www.trucktrader.com.my,wp-admin/payment/pdf/adobe,0,2,0,0,0,0,2,0,1,0,2,1,0,1,1,1
https,googleweblight.com,fp?u=https,0,1,1,0,0,0,0,1,2,0,1,2,0,1,1,1
http,pecadotest.interwapp.com,mcmcc/,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,uhnca.dvoar00.cn,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,morning-cloud-9b80.loginupdatemail.workers.dev,#[email protected],0,2,0,0,0,1,2,0,0,0,2,0,0,1,1,1
https,9ftytucsh4ph.clickfunnels.com,optin1640118391048,0,2,0,0,0,0,0,0,0,0,1,2,0,1,1,1
http,snrsystem.com,loop,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,3-138-34-27.cprapid.com,swisspost/Redsys.html,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1
http,www.google.com,url?q=http%3A%2F%2Fbit.do%2FfR6Ci&sa=D&sntz=1&usg=AFQjCNE7jOZ-iz-ADrzkrxcIHj8t9FS9Qw,0,1,1,0,0,0,0,1,2,0,1,2,0,1,1,1
https,bit.ly,30FBXQk,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
https,hpnepgnmwrgdrrsdshzrvyirlx-dot-gl44393333333.rj.r.appspot.com,',0,2,1,0,0,1,1,0,1,1,1,1,0,1,1,1
https,bit.ly,3GuIInq?Confirmation,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
http,cpanel.granadoemurahara.com.br,cmd-login=ca34bf1005b905c9f32588e9cf821582,0,1,0,0,0,0,2,0,2,0,1,1,0,1,1,1
https,cadeau-orange.fr,,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1
http,masdas0932.co.vu,update_security_help.html,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,cryptocarsme.com,#,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,poc-rewards-program-c2dfc.web.app,homepage,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1
https,oyknrmzazildlsaxutqiatopgs-dot-gl44393333333.rj.r.appspot.com,'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''',0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1
http,45.186.132.130,,0,0,0,0,0,0,2,0,1,0,1,1,0,1,1,1
https,mail.zenstream.com,wp-contents/login/index.html,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,www.co.jp.onsjnl.cn,,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1
https,humc.in,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,guestpostagency.co.uk,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,c11.kr,qiq3,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
http,creativecombat.com,wp-admin/network/acct/login.php,0,2,1,0,0,0,0,0,2,0,1,2,0,1,1,1
https,lastbackup.com.au,lghbar/,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
http,docsharex-authorize.firebaseapp.com,docsharex,0,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1
https,storage.cloud.google.com,yyw77ywnn68weyew6euserq.appspot.com/index.html#rosalefua@legalshield.com,0,1,1,1,0,0,2,0,2,0,1,2,0,1,1,1
https,bit.ly,3HzjG7W,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
https,www.flowcode.com,page/nicszdbaiodi,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
https,heartsrestaurant.com,web/clients/tOtaFy.php?verification#_,0,2,1,0,0,0,0,0,0,0,1,1,0,1,1,1
https,docs.google.com,forms/d/e/1FAIpQLSeBYedalHc7eXQq5Fljf8x1akbwz0h8l8OJbX5Nx3GO7BH3sA/viewform?usp=send_form,0,1,0,0,0,0,0,0,2,0,1,0,0,1,1,1
https,my.forms.app,form/6112452ca3f6e60d511bad0d,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
http,albel.intnet.mu,File/,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
https,sfrpanel.lws.fr,frhebergement7-pfx.php5,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,warningshadows.org,Recov/1&1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,sites.google.com,view/webespaceclient-ref8/accueil,0,2,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,linktr.ee,btconnect19,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
https,storage.cloud.google.com,dhngw6p6rwrwnuv6vnuse.appspot.com/index.html#brianvillacarlos@legalshieldcorp.com,0,1,1,1,0,0,2,0,0,0,1,0,0,1,1,1
https,docs.google.com,forms/d/e/1FAIpQLSecK8-G3uM70IHW-AJFait5wHcec3QdowOBIZsWz8_-ET_JKQ/viewform,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
https,r3g34.fra1.digitaloceanspaces.com,77LL23ween.html,0,2,0,0,0,0,2,0,0,0,1,0,0,1,1,1
https,periperioriginal.uk,wp-content/images/?data=YWJ1c2VAaW9ub3MuY29t,0,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,dynastyclinic.ae,wp-includes/Requests/Proxy/login.php?cmd=login_submit&amp;id=17140fb0a8b1abce662e0b5377acd04e17140fb0a8b1abce662e0b5377acd04e&amp;session=17140fb0a8b1abce662e0b5377acd04e17140fb0a8b1abce662e0b5377acd04e,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,macst.cc,ue/retailresearch.emirates.claim.gift-cards/s7.html,0,2,0,0,0,0,0,0,0,0,2,1,0,1,1,1
http,roygijvhluozwnflsypmewrstt-dot-gl44393333333.rj.r.appspot.com,'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''',0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1
https,livenmitac-my.sharepoint.com,personal/hannah-daly_live_nmit_ac_nz/_layouts/15/WopiFrame.aspx?guestaccesstoken=IA5UzzOn3iViKU4F3pXemYHHABfWkPDjiRPFTFEaR/k=&amp;docid=1_169208e425ed84fea9fd294a6886d67e9&amp;wdFormId={06255F86-4BF9-4EE8-BD7E-FEF81913A79B}&amp;action=formsubmit,0,1,1,0,0,1,0,0,2,0,1,2,0,1,1,1
https,sites.google.com,view/secure-bt-homevoice01010120/home?authuser=8,0,2,0,0,0,0,0,0,2,0,1,2,0,1,1,1
http,email.stickercanada.com,t?entity_type=2&mi_u=87923176&mi_origin=&entity_id=32534&email_pref_id=34785928&sent_id=1600423397&service_id=22668&redirect_url=https%3A%2Frelievehotmailonly.cloudns.cl%2Fimagineme%2FIonos.php,0,1,0,0,0,0,0,1,0,0,2,1,0,1,1,1
http,colorfastinv.com,wp-conxtent/pdfonline_vhsbdfbsn83823hjwfjsbnfm4849283nbnbjdbbbiowhjbhjbhsdjhdywgehshvbsbsbsn,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,samvoktor.com,click.php?key=kgu88csry7eq42cf2a91&amp;site={SpotName},0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,vendasbradescosaude.com.br,bradesco-saude-mei,0,0,0,0,0,0,0,0,2,0,1,1,0,1,1,1
https,www.explorebathurst.com.au,rrefeeieoj.html?ERectrcsq@*CthIYTvcDX$ZSXYCUIkJMKjIveE$TErdTygJYVTrrE,0,1,1,1,0,0,2,0,1,0,1,1,0,1,1,1
https,vk.com,away.php?to=https,0,1,0,0,0,0,0,1,2,0,1,2,0,1,1,1
https,vk.com,away.php?to=https,0,1,0,0,0,0,0,1,2,0,1,2,0,1,1,1
https,sportybetpremium.wapka.co,verification...,0,0,0,0,0,0,0,0,2,0,2,2,0,1,1,1
https,ecstatic-chebyshev.34-92-150-246.plesk.page,Logn_Ch/Home/,0,2,0,0,0,1,2,0,0,0,1,1,0,1,1,1
https,yerelyonetim.net,url/?domain=M20uY29t&amp;&amp;client-request-id=d3dhbmdAM20uY29t,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,sfex12sec.web.app,index.html?f34r34r43sdUDu722323kdhdi=ZGhfbW9ubGQyMDE3QDE2My5jb20=,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,onedrive.zhaoge.workers.dev,,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1
https,qevwisdfztymporlndsckabdil-dot-gl44393333333.rj.r.appspot.com,''''/,0,2,1,0,0,1,1,0,1,1,1,1,0,1,1,1
https,still-star-c948.updatelogaccountprogramedrfwerwrdhsjy.workers.dev,,0,2,0,0,0,1,2,0,0,0,1,0,0,1,1,1
https,starnetlegal-my.sharepoint.com,personal/kimanistarnet_starnetlegal_com_au/_layouts/15/WopiFrame.aspx,0,1,1,0,0,1,0,0,2,0,1,2,0,1,1,1
https,tby.eb-sites.com,5490459053916160,0,0,0,0,0,1,0,0,2,0,2,2,0,1,1,1
https,accounts.google.com,ServiceLogin?service=cds&passive=1209600&continue=https,0,1,1,0,0,0,0,1,2,0,1,2,0,1,1,1
http,www.stolizaparketa.ru,wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=_xxx@yyy.com_,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1
http,cutt.ly,ingdirect-es,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,drive.google.com,file/d/1jvfH6wq9ea9kxR1ShhWbH3PeCfLQzpPC/edit,0,2,0,0,0,0,0,0,2,0,1,0,0,1,1,1
https,ing.ingdirect-app.com,,0,0,0,0,0,1,0,0,2,0,1,2,0,1,1,1
https,storage.googleapis.com,1827435283/1827435283.html,0,2,0,0,0,0,0,0,1,1,1,1,0,1,1,1
http,exchangedictionary.com,administrator/release_file/avasvalidator/avasvalidator/mailboxvalidator/login=9f3885a038f82d43730038c8d9043a43/login.php,0,1,0,0,0,0,0,0,2,0,2,2,0,1,1,1
https,servics.validationsecuradm.workers.dev,,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,1
https,ckwgruppe.service-now.com,navpage.do,0,0,0,0,0,1,0,0,2,0,1,2,0,1,1,1
https,cachacamazzaropi.com.br,wp-content/suiss/,0,0,0,0,0,0,0,0,2,0,2,0,0,1,1,1
http,www.colorfastinv.com,wp-conxtent/pdfonline_vhsbdfbsn83823hjwfjsbnfm4849283nbnbjdbbbiowhjbhjbhsdjhdywgehshvbsbsbsn/,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,hpnepgnmwrgdrrsdshzrvyirlx-dot-gl44393333333.rj.r.appspot.com,'''''''''''''''',0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1
http,stolizaparketa.ru,wp-content/themes/twentyfifteen/css/read/chinavali/index.php?email=abuse@activesolutions.co.uk,0,1,0,1,0,0,0,0,0,0,1,1,0,1,1,1
http,webuyworkshopequipment.com,wp-content/themes/sketch/js/SF_TRASH/c45b222914e3c78d/,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1
https,kamdhenurealities.com,googlee6n6f1q2.html,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,inthewildproductions.com,k7l8Y1202/and/status/repporte/index.php?cmd=_signin&amp;dispatch=ed8a9c54b52496202f4e409f8&amp;locale=en_,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,ethnictrendz.com,,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
http,sanasunty.site,#helpdesk@unil.ch,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,1
http,promehedinti.ro,wp-admin/js/js/swo/gps/file/,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
https,storage.cloud.google.com,indettn/zdewaman.html#example@example.com,0,2,0,1,0,0,2,0,2,0,1,2,0,1,1,1
https,doctorcomboninos1adb.blogspot.com,,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
http,servicesbancaire.com,index.aspx?code=e623685b96c34a99aecb950194bb1ddc,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,bit.ly,3d7eZUB?Facebook_Update,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
https,me2.kr,g50gq,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,amused.xuankenet.cn,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,unitus.mk.ua,sites/default/files/ctools/ams/cms/index/www/customer_center/customer-IDPP00C517/login.php,0,1,0,0,0,0,0,0,2,0,1,1,0,1,1,1
https,drakewealth.com,bestellung/,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
http,xj3pr.mjt.lu,lnk/AU4AABaY5sEAAAAAAAAAABHSBoEAAAAAzJoAAAAAABUjlQBfvOLwOOKAZGYiTPuz0OPkq-3mWAAU7cw/3/H_hnTAcQs82XiKKFZLCbIQ/aHR0cHM6Ly9iaXQubHkvM280Nzh1VA,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1
http,lakina.it,home.html,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,bit.ly,3mkIHc9,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
http,monbudri.xyz,geo/es/usd/registro/5/index.php,0,0,0,0,0,0,0,0,2,0,2,2,0,1,1,1
https,onlineinfluencersvote.xyz,login.html,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,storage.googleapis.com,inboxino/brand.html#cl/13695_md/1/788/1401/109/376564,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1
http,hahdaeupdate.es.tl,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,forms.gle,edtU6r7RqxQyEgcF6,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,emojis.dels.bar,,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,allegrolokalnie-pl.735923.site,,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1
https,sites.google.com,view/pages-identificaton-1000050210/,0,2,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,l.wl.co,l?u=https,0,1,0,0,0,0,0,1,0,0,2,0,0,1,1,1
http,oyknrmzazildlsaxutqiatopgs-dot-gl44393333333.rj.r.appspot.com,''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''/,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1
http,universidadsanjuan.ac,zoomiyagi/erryyug/mansnothtui/movitirbgati/next.php,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,oyknrmzazildlsaxutqiatopgs-dot-gl44393333333.rj.r.appspot.com,''/,0,2,1,0,0,1,1,0,1,1,1,1,0,1,1,1
http,redeem-microsoft-code.sitey.me,,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1
https,bit.ly,3Fd8Key,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
http,sertyxese.myfreesites.net,,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,lombard11.eu,signin.html,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,stjudes.in,anxbakka/home,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,vietschi.de,21092021,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
http,bimoitua.byethost6.com,?i=1,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,docs.google.com,forms/d/e/1FAIpQLSeWr7-KSDPydHC1tV8TKcxRlAD8ZRF3q_UqT-rJ9A_FMmzXYA/viewform?usp=send_form,0,1,0,0,0,0,0,0,2,0,1,2,0,1,1,1
http,btbroadyy02983pp.boxmode.io,,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,orange.sphinxonline.net,surveyserver/s/ctc/Cigogne_Total/questionnaire.htm?aspxid=*6YlQMkwIN0mX5ns12gTHXiMH9ArxcNq6QM0+z1CcJGw=&&key=SOL-ZMQGMCOPRW&auto=1,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,1
https,cutt.ly,UYQji5Z,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,azeioaz.blogspot.com,?m=0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
https,forms.gle,QzoPKn9AJ2gZaw2G6,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
http,cabsiler.com,,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
http,fixi.rest,,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
http,www.ratewatch.net,cc/snap/Xej2aEQavwZp3b2WGXhE2tI8g46HugMOW/1650117966/672515249251996894493_R_97_temp.html,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
https,rolinadd.surveysparrow.com,s/att/tt-b583c8,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
https,bit.ly,3k2aAqc?Facebook_Update,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
http,bicicentroslezama.com,EJERCICIO/2050X/myaccount_done.htm,0,2,0,0,0,0,0,0,2,0,1,2,0,1,1,1
http,meravl.co.il,wp-content/A5cOxB0ypCZ4HN06DVfa5JeYj,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,unclelouie.com,sw/help/z0n51/cc.php?error=1&update#_aca343b465573aab1,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,1
http,creativecombat.com,wp-admin/network/acct/login.php?rand=13InboxLightaspxn.1774256418&amp;ampopensource:Observable-35835700-0d08-4c25-a188-b8312ba00a941067515,0,1,1,0,0,0,0,0,2,0,1,2,0,1,1,1
https,bakhai.vn,zcnc/CNN/upload/en.php,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,bit.ly,3CahvV5help-center-notice-comunity,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
http,salmanfarsi01.github.io,Facbook-Login-and-signin-clone/,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,sites.google.com,view/leafadd/accueil,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,www.bankapolska.com,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,swap.elena.finance,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,au.kkdi.cagta4.xyz,,0,0,0,0,0,0,2,0,0,0,1,1,1,1,1,1
https,www.jamesonpcapitalgroup.com,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,julianhbonline.com,,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
http,panterpro.com,covid/excelz/bizmail.php,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,1
http,claim-event-gratis-terbaru-2022.duckdns.org,,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1
http,paypal-customer-service.business.site,,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1
https,allegrolokalnie-pl.id-591601.xyz,?get&amp;amp;amp;amp;amp;track_id=67574252,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,1
http,unionheightsresidental.com,file/,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,society.yueejj.cn,shocking,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,smbcbc.com,Template/a/,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,docusign-lnc.info,,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1
http,httpcpcontacts.granadoemurahara.com.br,cmd-login=7942f7cdf7dcce500d220a2c8f19d31f/,0,1,0,0,0,0,2,1,2,0,1,1,0,1,1,1
http,aimekidya-recpag.web.id,,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1
https,saintbarkleyshoes.com,updater/index.php?email=bat@prepaidlegal.com,0,2,0,1,0,0,0,0,0,0,2,1,0,1,1,1
https,sites.google.com,view/continue6363gd/home,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
http,xj3pr.mjt.lu,lnk/AVUAABmcgNcAAAAAAAAAABPZJnwAAAAAzJoAAAAAABUjlQBf02YoS057NyT1Szm71nUAtp08uwAU7cw/1/vEJIiBUEji2rcdGi21MxIA/aHR0cHM6Ly9iaXQubHkvM2d6TGxiVA,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,www.secure-runescape.xgm.rnp.mybluehost.me,,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1
https,sidneyfcuorg.freshy.site,,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,1
https,gigolo-india.com,brig/MailUpdateFresh/,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,1
https,bannerchampnyc.com,-/,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,yourbudgit.com,wp-content/wellsfargo/auth/signin,0,2,1,0,0,0,0,0,0,0,2,1,0,1,1,1
https,www1.etc-mellisai.utldxek.cn,,0,0,0,0,0,1,2,0,0,0,1,1,0,1,1,1
http,karundang.halilintargak.link,,0,0,0,0,0,0,0,0,2,0,1,2,1,1,1,1
https,bancaporinternet.interban.pe.magictourscancun.com,login,0,2,0,0,0,0,1,0,0,0,1,1,0,1,1,1
https,mail.kuttabalfatih.com,nsii.cm/aprns.php,0,0,0,0,0,0,0,0,2,0,2,2,0,1,1,1
https,sites.google.com,view/labred-authentification-source/accueil,0,2,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,vk.com,away.php?to=https,0,1,0,0,0,0,0,1,2,0,1,2,0,1,1,1
http,creditinternationalbank.com,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,bit.ly,3aN4lCN,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
https,autoranplususeremailprocessingupdate.pages.dev,,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1
http,sateksan.com.tr,wp-includes/js/W/login/login.php,0,2,0,0,0,0,0,0,0,0,1,0,0,1,1,1
http,rbcmontgomery.com,wp-admin/js/widgets/PDF/,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,docs.google.com,forms/d/e/1FAIpQLSeYedrifG-QLMVdQ0o9Il9KMR_p85q1GiqYNc2uwgBBi5He1Q/viewform?vc=0&c=0&w=1&flr=0&usp=mail_form_link,0,1,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,docs.google.com,document/d/e/2PACX-1vT_xl-M0FF8YQQHZHGSEAHgwejo0ZnH9re6w0QVGbE0QFe084HREbJJG673HTpHDnVBCDnq6AGEhnCQ/pub?mobilelogin,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1
http,freefire-membersship-garena.com,,0,0,0,0,0,1,0,0,2,0,1,2,1,1,1,1
http,tradeswarehouse.com,1drvme/verification.php?sf58gfd1s689sxd2sdf8angf264s9df23sd2f1n495K3L2C151645172991f1477dbd26917ef3822423f62e984a91f1477dbd26917ef3822423f62e984a91f1477dbd,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,primelink.kaishanzushi13.shop,,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
http,community.fb-pages-28202553629866144006.qf4owyef2n-xoy4w7wpr6pw.p.runcloud.link,,0,1,0,0,0,1,1,0,2,0,1,2,0,1,1,1
http,mail.trendset.com.ar.ci3.toservers.com,mua/190.27.90.2077221/sucursalpersonas.transaccionesbancolombia.com/mua/index.html,0,1,1,0,0,0,1,0,0,0,2,0,0,1,1,1
https,admin-formserviceupdates.weeblysite.com,,0,0,0,0,0,1,0,0,2,0,1,2,0,1,1,1
http,fastskins.ru.com,,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1
http,www.ventas.lnterbarnk.pe.yourpowerofbeauty.com,,0,2,0,0,0,0,1,0,0,0,1,1,1,1,1,1
https,kilshi.com,js/inv/e31vn9h8tzseusfdjg2rwwt0.php?6e1b7i1624863621ec87b3b853b55d69d7deb0dd858ae272ec87b3b853b55d69d7deb0dd858ae272ec87b3b853b55d69d7deb0dd858ae272ec87b3b853b55d69d7deb0dd858ae272ec87b3b853b55d69d7deb0dd858ae272&AP___=&error=,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,1
http,www.medeniyetakademisi.org,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,6d3wuk.cn,,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,7a4298b9.sso-mail-secure234ds23d23wd1.pages.dev,?user=operacoes@locaweb.com.br,0,1,0,1,0,1,2,0,0,0,1,0,1,1,1,1
http,broken-breeze-52ae.eosprivate101.workers.dev,[emailÃÂ protected]/,0,2,0,0,0,1,2,0,0,0,1,0,0,1,1,1
https,theory.quickmoneyloan.net,disastrous,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
http,zee.im,Zhb,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
https,phlexx.com,wp-admin/jet/,0,0,1,0,0,0,0,0,2,0,2,2,0,1,1,1
http,02-billing-support.org,,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1
http,fanxtv.info,ujk/,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,cranetech.com.br,SE/ec9933ff30188a72f8e5dcaf59124d45?uso=cm9iZXJ0by5hLmRpYXNAY2FpeGEuZ292LmJy,0,1,0,0,0,0,0,0,2,0,1,1,0,1,1,1
http,findrealtors.tv,,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,interbankempresas.pe-il.ru,,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1
http,equalchances.org,net/page/myaccount/settings,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,107.172.198.119,mobile/,0,0,0,0,0,0,2,0,2,0,1,2,0,1,1,1
http,228.94.92.rev.sfr.net.gghost.ru,,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1
https,www.eshetkari.com,Mmoneyme/Rackspace/Rackspace.html,0,2,0,0,0,0,0,0,2,0,1,2,0,1,1,1
http,www.asrefanavary.com,candlerdf.php?utm_source=2e5f3&amp;utm_content=af9fb17,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,rhilo.co.in,office/FBG/,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1
http,hetrios.com.br,admin/kcfinder/upload/files/Player/677xxhje/?68657472696f732e636f6d2e6272,0,1,0,0,0,0,0,0,2,0,1,1,0,1,1,1
http,elomo.ro,wp-includes/SimplePie/Net/access_onedrive_validate/site.php?sslchannel=true&amp;sessionid=57o6lnGB8scBlUWkMFMuwZAIzB6eKP4pUtk5ohjBnb4gb2MpbAbo8e52RN1DgeaOfi8uHjCfOdd69qhf,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1
https,bit.ly,3dJ0R1P,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1
http,app-n26.de,card.php,0,0,0,0,0,1,0,0,1,0,1,1,0,1,1,1
http,unitus.mk.ua,sites/default/files/ctools/ams/cms/index/www/customer_center/customer-IDPP00C265/login.php,0,1,0,0,0,0,0,0,2,0,1,1,0,1,1,1
https,gandivrms.com,,0,0,0,0,0,0,0,0,2,0,1,2,0,1,1,1
https,aremnasxa.000webhostapp.com,pricez.html,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
